10,700,0
3,697,0
3,694,0
3,691,0
3,688,0
3,685,0
3,682,0
3,679,0
3,676,0
3,673,0
3,670,0
3,667,0
3,664,0
3,661,0
3,658,0
3,655,0
3,652,0
3,649,0
3,646,0
3,643,0
3,640,0
3,637,0
3,634,0
3,631,0
3,628,0
3,625,0
3,622,0
3,619,0
3,616,0
3,613,1
3,610,1
3,607,1
3,604,1
3,601,1
3,598,1
3,595,1
3,592,1
3,589,1
3,586,1
3,583,1
3,580,1
3,577,1
3,574,1
3,571,1
3,568,1
3,565,1
3,562,1
3,559,1
3,556,1
3,553,1
3,550,1
3,547,1
3,544,1
3,541,1
3,538,1
3,535,1
3,532,1
3,529,1
3,526,1
3,523,0
3,520,0
3,517,0
3,514,1
3,511,1
3,508,1
3,505,1
3,502,1
3,499,1
3,496,1
3,493,1
3,490,1
3,487,1
3,484,1
3,481,1
3,478,1
3,475,1
3,472,1
3,469,1
3,466,1
3,463,1
3,460,1
3,457,1
3,454,1
3,451,1
3,448,1
3,445,1
3,442,1
3,439,1
3,436,1
3,433,1
3,430,1
3,427,1
3,424,0
3,421,0
3,418,0
3,415,0
3,412,1
3,409,1
3,406,1
3,403,1
3,400,1
3,397,1
3,394,1
3,391,1
3,388,1
3,385,1
3,382,1
3,379,1
3,376,1
3,373,1
3,370,1
3,367,1
3,364,1
3,361,1
3,358,1
3,355,1
3,352,1
3,349,1
3,346,1
3,343,1
3,340,1
3,337,1
3,334,1
3,331,1
3,328,1
3,325,1
3,322,0
3,319,0
3,316,0
3,313,1
3,310,1
3,307,1
3,304,1
3,301,1
3,298,1
3,295,1
3,292,1
3,289,1
3,286,1
3,283,1
3,280,1
3,277,1
3,274,1
3,271,1
3,268,1
3,265,1
3,262,1
3,259,1
3,256,1
3,253,1
3,250,1
3,247,1
3,244,1
3,241,1
3,238,1
3,235,1
3,232,1
3,229,1
3,226,1
3,223,0
3,220,0
3,217,0
3,214,0
3,211,0
3,208,0
3,205,0
3,202,0
3,199,0
3,196,0
3,193,0
3,190,0
3,187,0
3,184,0
3,181,0
3,178,0
3,175,0
3,172,0
3,169,0
3,166,0
3,163,0
3,160,0
3,157,0
3,154,0
3,151,0
3,148,0
3,145,0
3,142,0
3,139,0
3,136,0
3,133,0
3,130,0
3,127,0
3,124,0
3,121,0
3,118,0
3,115,0
3,112,0
3,109,0
3,106,0
3,103,0
3,100,0
3,97,0
3,94,0
3,91,0
3,88,0
3,85,0
3,82,0
3,79,0
3,76,0
3,73,0
3,70,0
3,67,0
3,64,0
3,61,0
3,58,1
3,55,1
3,52,1
3,49,1
3,46,1
3,43,1
3,40,1
3,37,1
3,34,1
3,31,1
3,28,1
3,25,1
3,22,1
3,19,1
3,16,1
3,13,1
3,10,1
3,7,1
3,4,1
3,1,1
3,2,1
3,5,1
3,8,1
3,11,1
3,14,1
3,17,1
3,20,1
3,23,1
3,26,1
3,29,1
3,32,0
3,35,0
3,38,0
3,41,0
3,44,0
3,47,1
3,50,1
3,700,1
5,695,1
5,690,1
5,685,1
5,680,1
5,675,1
5,670,1
5,665,1
5,660,1
5,655,1
5,650,1
5,645,1
5,640,1
5,635,1
5,630,1
5,625,1
5,620,1
5,615,1
5,610,1
5,605,1
5,600,1
5,595,1
5,590,1
5,585,1
5,580,1
5,575,1
5,570,1
5,565,1
5,560,0
5,555,0
5,550,0
5,545,0
5,540,0
5,535,1
5,530,1
5,525,1
5,520,1
5,515,1
5,510,1
5,505,1
5,500,1
5,495,1
5,490,1
5,485,1
5,480,1
5,475,1
5,470,1
5,465,1
5,460,1
5,455,1
5,450,1
5,445,1
5,440,1
5,435,1
5,430,1
5,425,1
5,420,1
5,415,1
5,410,1
5,405,1
5,400,1
5,395,1
5,390,1
5,385,0
5,380,0
5,375,0
5,370,1
5,365,1
5,360,1
5,355,1
5,350,1
5,345,1
5,340,1
5,335,1
5,330,1
5,325,1
5,320,1
5,315,1
5,310,1
5,305,1
5,300,1
5,295,1
5,290,1
5,285,1
5,280,1
5,275,1
5,270,1
5,265,1
5,260,1
5,255,1
5,250,1
5,245,1
5,240,1
5,235,1
5,230,1
5,225,1
5,220,0
5,215,0
5,210,0
5,205,0
5,200,0
5,195,0
5,190,0
5,185,0
5,180,0
5,175,0
5,170,0
5,165,0
5,160,0
5,155,0
5,150,0
5,145,0
5,140,0
5,135,0
5,130,0
5,125,0
5,120,0
5,115,0
5,110,0
5,105,0
5,100,0
5,95,0
5,90,0
5,85,0
5,80,0
5,75,1
5,70,1
5,65,1
5,60,1
5,55,1
5,50,1
5,45,1
5,40,1
5,35,1
5,30,1
5,25,1
5,20,1
5,15,1
5,10,1
5,5,1
5,0,1
5,5,1
5,10,1
5,15,1
5,20,1
5,25,1
5,30,1
5,35,1
5,40,1
5,45,1
5,50,1
5,700,1
7,693,1
7,686,1
7,679,1
7,672,0
7,665,0
7,658,0
7,651,0
7,644,0
7,637,1
7,630,1
7,623,1
7,616,1
7,609,1
7,602,1
7,595,1
7,588,1
7,581,1
7,574,1
7,567,1
7,560,1
7,553,1
7,546,1
7,539,1
7,532,1
7,525,1
7,518,1
7,511,1
7,504,1
7,497,1
7,490,1
7,483,1
7,476,1
7,469,1
7,462,1
7,455,1
7,448,1
7,441,1
7,434,1
7,427,0
7,420,0
7,413,1
7,406,1
7,399,1
7,392,1
7,385,1
7,378,1
7,371,1
7,364,1
7,357,1
7,350,1
7,343,1
7,336,1
7,329,1
7,322,1
7,315,1
7,308,1
7,301,1
7,294,1
7,287,1
7,280,1
7,273,1
7,266,1
7,259,1
7,252,1
7,245,1
7,238,1
7,231,1
7,224,1
7,217,1
7,210,1
7,203,0
7,196,0
7,189,0
7,182,0
7,175,0
7,168,0
7,161,0
7,154,0
7,147,0
7,140,0
7,133,0
7,126,0
7,119,1
7,112,1
7,105,1
7,98,1
7,91,1
7,84,1
7,77,1
7,70,1
7,63,1
7,56,1
7,49,1
7,42,1
7,35,1
7,28,1
7,21,1
7,14,1
7,7,1
7,0,1
7,7,1
7,14,1
7,21,1
7,28,1
7,35,1
7,42,1
7,49,1
7,700,1
3,697,1
3,694,1
3,691,1
3,688,1
3,685,0
3,682,0
3,679,0
3,676,0
3,673,0
3,670,1
3,667,1
3,664,1
3,661,1
3,658,1
3,655,1
3,652,1
3,649,1
3,646,1
3,643,1
3,640,1
3,637,1
3,634,1
3,631,1
3,628,1
3,625,1
3,622,1
3,619,1
3,616,1
3,613,1
3,610,1
3,607,1
3,604,1
3,601,1
3,598,1
3,595,1
3,592,1
3,589,1
3,586,1
3,583,1
3,580,0
3,577,0
3,574,1
3,571,1
3,568,1
3,565,1
3,562,1
3,559,1
3,556,1
3,553,1
3,550,1
3,547,1
3,544,1
3,541,1
3,538,1
3,535,1
